created_at,text
Sat Aug 24 20:47:14 +0000 2019,I scream  For whatever it s worth  I LOVE YOU AINT THAT THE WORST THING YOU EVER HEARD
Sat Aug 24 20:34:18 +0000 2019,Shiny toy with a price  you know that I bought it
Sat Aug 24 20:26:29 +0000 2019,We could follow the sparks  I ll drive
Sat Aug 24 20:20:44 +0000 2019,Good ones never wait
Sat Aug 24 20:15:21 +0000 2019,Who could stay  You could stay
Sat Aug 24 20:09:52 +0000 2019,This is our place  we make the rules
Sat Aug 24 20:05:36 +0000 2019,Fever dream high in the quiet of the night  you know that I caught it
Sat Aug 24 19:18:25 +0000 2019,I think the fishbowl scene is my favorite metaphor in the Lover video  And guys  I ve performed on stage with Christian Owens for years  He s unbelievably talented and it was so amazing to have him in the Lover music video
Sat Aug 24 02:09:55 +0000 2019,Had to go see the mural in person and it turns out she s GLORIOUS  Thank you   it s been an honor revealing new lyrics with you all week
Fri Aug 23 21:35:36 +0000 2019,CONFIRMED
Fri Aug 23 20:18:51 +0000 2019,WHAT IS LIFE EVEN
Fri Aug 23 19:50:07 +0000 2019,And I snuck in through the garden gate  every night that summer just to seal my fate   Stream Lover on
Fri Aug 23 13:41:53 +0000 2019,Listen to  The Man  on    NewMusicDaily playlist
Fri Aug 23 04:05:22 +0000 2019,This album is very much a celebration of love  in all its complexity  coziness  and chaos  It s the first album of mine that I ve ever owned  and I couldn t be more proud  I m so excited that  Lover is out NOW
Fri Aug 23 03:31:04 +0000 2019,Lover out in 30 minutes
Thu Aug 22 21:49:35 +0000 2019,And so it goes  you two are dancing in a snow globe round and round  The Lover music video is out now
Thu Aug 22 15:45:38 +0000 2019,A fun thing is happening  Learn how to remix You Need to Calm Down in select Apple Stores at the  todayatapple Music Lab
Wed Aug 21 00:22:18 +0000 2019,"3 days until Lover         

Pre add it on"
Tue Aug 20 19:47:32 +0000 2019,StellaxTaylorSwift   It s been SO fun to dream up cute stuff with   to create a line inspired by my new album  Can t wait to show you what we ve been working on at the   Live on 8 22 at 5p ET  More info at
Tue Aug 20 13:30:08 +0000 2019,Sharing some never before heard lyrics from the new album every day   some of my favorite love songs on the Lover Enhanced Album playlist on
Mon Aug 19 16:53:42 +0000 2019,"what color lips would you like for this commercial 

  Me  yes"
Sun Aug 18 16:00:05 +0000 2019,Okay NOW there are five holes in the fence
Sat Aug 17 18:08:45 +0000 2019,Grinning at this tweet  And always in awe of your music
Sat Aug 17 18:07:12 +0000 2019,ARE YOU KIDDING ME THIS IS THE NICEST THING ANYONE HAS EVER SAID   you re just the best and so kind to say this
Fri Aug 16 19:34:47 +0000 2019,"Lover  Friday  August 23  

Pre add  pre save  pre order"
Fri Aug 16 18:38:32 +0000 2019,There s a dazzling haze
Fri Aug 16 04:30:22 +0000 2019,Have I known you 20 seconds or 20 years
Thu Aug 15 18:14:02 +0000 2019,New song  Lover  is out tonight at midnight eastern    The music video will premiere after a very exciting   Live situation on August 22 at 5pm eastern
Mon Aug 12 03:04:06 +0000 2019,The thirteens really jumped out
Sun Aug 11 21:28:43 +0000 2019,Threw a party to celebrate with the people who made the ME   amp  YNTCD videos with me  and we had so much fun that  Drunk Taylor  is trending on Twitter  CHEERS
Fri Aug 09 02:52:34 +0000 2019,Can t stop won t stop twinning with Paddington
Thu Aug 08 23:10:25 +0000 2019,I d be a fearless leader  I d be an alpha type
Thu Aug 08 15:07:00 +0000 2019,Wanted to thank   for writing such a thoughtful piece and for diving into my pastel cryptic world of hints  Easter eggs  and numerology  We also talked about sexism  equality  and all things Lover  I ate an entire cheese plate by myself  On stands soon ish
Thu Aug 08 14:08:28 +0000 2019,My heart s been borrowed and yours has been blue  All s well that ends well  to end up with you
